Student ID,Course,School,Sex,Address Type,Final Grade,Result,Passed,Failed,Risk Score,Risk Band,Segment,Flagged At Risk,Prediction Outcome,Past Failures,Has Past Failure,Absences,Absence Band,Study Time,Wants Higher Education,Extra School Support,Going Out
398,Portuguese,Gabriel Pereira,Female,Urban,12,Pass,1,0,0.2878,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,6,5-10,2 - 2 to 5 hours,Yes,Yes,2 - Low
399,Portuguese,Gabriel Pereira,Female,Urban,14,Pass,1,0,0.2345,Moderate,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),3 - 5 to 10 hours,Yes,No,2 - Low
400,Portuguese,Gabriel Pereira,Female,Urban,13,Pass,1,0,0.1353,Low,B - Steady middle,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,2 - Low
401,Portuguese,Gabriel Pereira,Male,Urban,13,Pass,1,0,0.0866,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,6,5-10,2 - 2 to 5 hours,Yes,No,2 - Low
402,Portuguese,Gabriel Pereira,Male,Urban,13,Pass,1,0,0.1976,Low,B - Steady middle,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,4 - High
403,Portuguese,Gabriel Pereira,Female,Urban,13,Pass,1,0,0.2068,Moderate,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,2,1-4,2 - 2 to 5 hours,Yes,Yes,4 - High
404,Portuguese,Gabriel Pereira,Male,Urban,17,Pass,1,0,0.0892,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,2 - Low
405,Portuguese,Gabriel Pereira,Male,Urban,13,Pass,1,0,0.1551,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,1 - Very low
406,Portuguese,Gabriel Pereira,Female,Urban,14,Pass,1,0,0.0716,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,2,1-4,2 - 2 to 5 hours,Yes,No,3 - Medium
407,Portuguese,Gabriel Pereira,Female,Urban,13,Pass,1,0,0.1387,Low,B - Steady middle,No,"True negative (not flagged, passed)",0,No,0,None (0),3 - 5 to 10 hours,Yes,No,2 - Low
408,Portuguese,Gabriel Pereira,Male,Urban,12,Pass,1,0,0.0937,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),1 - Under 2 hours,Yes,No,3 - Medium
409,Portuguese,Gabriel Pereira,Male,Urban,13,Pass,1,0,0.0654,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,3 - Medium
410,Portuguese,Gabriel Pereira,Male,Urban,15,Pass,1,0,0.1948,Low,D - High-risk repeaters,No,"True negative (not flagged, passed)",0,No,0,None (0),3 - 5 to 10 hours,Yes,No,2 - Low
411,Portuguese,Gabriel Pereira,Female,Urban,17,Pass,1,0,0.221,Moderate,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,6,5-10,1 - Under 2 hours,Yes,No,4 - High
412,Portuguese,Gabriel Pereira,Female,Urban,14,Pass,1,0,0.1634,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,10,5-10,3 - 5 to 10 hours,Yes,No,3 - Medium
413,Portuguese,Gabriel Pereira,Female,Urban,14,Pass,1,0,0.1722,Low,B - Steady middle,No,"True negative (not flagged, passed)",0,No,2,1-4,2 - 2 to 5 hours,Yes,Yes,2 - Low
414,Portuguese,Gabriel Pereira,Male,Urban,7,Fail,0,1,0.6541,High,C - Disengaged social,Yes,True positive (correctly flagged),3,Yes,2,1-4,1 - Under 2 hours,Yes,No,5 - Very high
415,Portuguese,Gabriel Pereira,Male,Urban,12,Pass,1,0,0.1515,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,6,5-10,1 - Under 2 hours,Yes,No,3 - Medium
416,Portuguese,Gabriel Pereira,Male,Urban,14,Pass,1,0,0.0938,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,1 - Very low
417,Portuguese,Gabriel Pereira,Male,Urban,12,Pass,1,0,0.191,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),1 - Under 2 hours,Yes,No,2 - Low
418,Portuguese,Gabriel Pereira,Male,Urban,14,Pass,1,0,0.1556,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,1 - Very low
419,Portuguese,Gabriel Pereira,Male,Urban,10,Pass,1,0,0.2613,Moderate,C - Disengaged social,No,"True negative (not flagged, passed)",0,No,2,1-4,2 - 2 to 5 hours,Yes,No,4 - High
420,Portuguese,Gabriel Pereira,Female,Rural,10,Pass,1,0,0.1455,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,2,1-4,3 - 5 to 10 hours,Yes,Yes,2 - Low
421,Portuguese,Gabriel Pereira,Female,Urban,12,Pass,1,0,0.2644,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,6,5-10,1 - Under 2 hours,Yes,No,2 - Low
422,Portuguese,Gabriel Pereira,Male,Urban,12,Pass,1,0,0.1404,Low,B - Steady middle,No,"True negative (not flagged, passed)",0,No,8,5-10,1 - Under 2 hours,Yes,No,2 - Low
423,Portuguese,Gabriel Pereira,Male,Urban,11,Pass,1,0,0.3436,Moderate,C - Disengaged social,No,"True negative (not flagged, passed)",0,No,0,None (0),1 - Under 2 hours,Yes,No,4 - High
424,Portuguese,Gabriel Pereira,Male,Urban,13,Pass,1,0,0.1912,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,2,1-4,2 - 2 to 5 hours,Yes,Yes,3 - Medium
425,Portuguese,Gabriel Pereira,Male,Urban,12,Pass,1,0,0.3599,Moderate,C - Disengaged social,No,"True negative (not flagged, passed)",0,No,4,1-4,2 - 2 to 5 hours,Yes,No,5 - Very high
426,Portuguese,Gabriel Pereira,Male,Urban,11,Pass,1,0,0.2711,Moderate,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,2 - Low
427,Portuguese,Gabriel Pereira,Male,Urban,15,Pass,1,0,0.1308,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,2,1-4,2 - 2 to 5 hours,Yes,No,1 - Very low
428,Portuguese,Gabriel Pereira,Male,Rural,15,Pass,1,0,0.221,Moderate,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,2 - Low
429,Portuguese,Gabriel Pereira,Male,Urban,12,Pass,1,0,0.1953,Low,B - Steady middle,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,2 - Low
430,Portuguese,Gabriel Pereira,Male,Urban,12,Pass,1,0,0.1862,Low,B - Steady middle,No,"True negative (not flagged, passed)",0,No,4,1-4,1 - Under 2 hours,Yes,No,3 - Medium
431,Portuguese,Gabriel Pereira,Female,Urban,11,Pass,1,0,0.2277,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,4,1-4,1 - Under 2 hours,Yes,No,1 - Very low
432,Portuguese,Gabriel Pereira,Male,Urban,14,Pass,1,0,0.0986,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),3 - 5 to 10 hours,Yes,No,3 - Medium
433,Portuguese,Gabriel Pereira,Male,Rural,13,Pass,1,0,0.1311,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,4,1-4,3 - 5 to 10 hours,Yes,No,3 - Medium
434,Portuguese,Gabriel Pereira,Female,Rural,12,Pass,1,0,0.2038,Moderate,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,2,1-4,3 - 5 to 10 hours,Yes,Yes,2 - Low
435,Portuguese,Gabriel Pereira,Female,Rural,12,Pass,1,0,0.264,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,8,5-10,1 - Under 2 hours,Yes,Yes,1 - Very low
436,Portuguese,Gabriel Pereira,Female,Urban,10,Pass,1,0,0.2956,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,16,More than 10,2 - 2 to 5 hours,Yes,No,3 - Medium
437,Portuguese,Gabriel Pereira,Male,Urban,11,Pass,1,0,0.3161,Moderate,D - High-risk repeaters,No,"True negative (not flagged, passed)",0,No,8,5-10,1 - Under 2 hours,Yes,No,3 - Medium
438,Portuguese,Gabriel Pereira,Male,Urban,15,Pass,1,0,0.08,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,3 - Medium
439,Portuguese,Gabriel Pereira,Male,Urban,10,Pass,1,0,0.191,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),1 - Under 2 hours,Yes,Yes,1 - Very low
440,Portuguese,Gabriel Pereira,Female,Urban,11,Pass,1,0,0.4239,Elevated,B - Steady middle,Yes,"False positive (flagged, passed)",1,Yes,14,More than 10,2 - 2 to 5 hours,Yes,Yes,3 - Medium
441,Portuguese,Gabriel Pereira,Female,Urban,11,Pass,1,0,0.1513,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,4,1-4,2 - 2 to 5 hours,Yes,Yes,2 - Low
442,Portuguese,Gabriel Pereira,Female,Urban,13,Pass,1,0,0.2518,Moderate,C - Disengaged social,No,"True negative (not flagged, passed)",0,No,6,5-10,2 - 2 to 5 hours,Yes,No,5 - Very high
443,Portuguese,Gabriel Pereira,Male,Urban,17,Pass,1,0,0.0847,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,2,1-4,4 - Over 10 hours,Yes,No,2 - Low
444,Portuguese,Gabriel Pereira,Male,Urban,13,Pass,1,0,0.0879,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,4,1-4,2 - 2 to 5 hours,Yes,No,3 - Medium
445,Portuguese,Gabriel Pereira,Female,Urban,12,Pass,1,0,0.1986,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,2,1-4,2 - 2 to 5 hours,Yes,Yes,4 - High
446,Portuguese,Gabriel Pereira,Female,Urban,13,Pass,1,0,0.1438,Low,B - Steady middle,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,3 - Medium
447,Portuguese,Gabriel Pereira,Female,Urban,16,Pass,1,0,0.0928,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,3 - Medium
448,Portuguese,Gabriel Pereira,Male,Urban,9,Fail,0,1,0.2874,Moderate,C - Disengaged social,No,"False negative (missed, failed)",0,No,4,1-4,1 - Under 2 hours,Yes,No,5 - Very high
449,Portuguese,Gabriel Pereira,Female,Urban,12,Pass,1,0,0.3527,Moderate,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),1 - Under 2 hours,Yes,Yes,4 - High
450,Portuguese,Gabriel Pereira,Female,Urban,13,Pass,1,0,0.3168,Moderate,C - Disengaged social,No,"True negative (not flagged, passed)",0,No,0,None (0),1 - Under 2 hours,Yes,No,4 - High
451,Portuguese,Gabriel Pereira,Female,Urban,12,Pass,1,0,0.1484,Low,B - Steady middle,No,"True negative (not flagged, passed)",0,No,2,1-4,2 - 2 to 5 hours,Yes,No,4 - High
452,Portuguese,Gabriel Pereira,Female,Urban,15,Pass,1,0,0.1007,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,2 - Low
453,Portuguese,Gabriel Pereira,Male,Urban,16,Pass,1,0,0.2383,Moderate,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,8,5-10,2 - 2 to 5 hours,Yes,No,2 - Low
454,Portuguese,Gabriel Pereira,Male,Urban,14,Pass,1,0,0.1889,Low,B - Steady middle,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,Yes,2 - Low
455,Portuguese,Gabriel Pereira,Female,Urban,16,Pass,1,0,0.1373,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,2,1-4,2 - 2 to 5 hours,Yes,No,3 - Medium
456,Portuguese,Gabriel Pereira,Female,Rural,16,Pass,1,0,0.257,Moderate,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,4 - High
457,Portuguese,Gabriel Pereira,Female,Urban,16,Pass,1,0,0.4812,Elevated,C - Disengaged social,Yes,"False positive (flagged, passed)",0,No,0,None (0),1 - Under 2 hours,Yes,Yes,5 - Very high
458,Portuguese,Gabriel Pereira,Female,Urban,10,Pass,1,0,0.1655,Low,B - Steady middle,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,Yes,3 - Medium
459,Portuguese,Gabriel Pereira,Female,Urban,13,Pass,1,0,0.2119,Moderate,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),3 - 5 to 10 hours,Yes,Yes,4 - High
460,Portuguese,Gabriel Pereira,Female,Urban,12,Pass,1,0,0.2035,Moderate,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,Yes,4 - High
461,Portuguese,Gabriel Pereira,Female,Urban,16,Pass,1,0,0.0788,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,2,1-4,2 - 2 to 5 hours,Yes,No,3 - Medium
462,Portuguese,Gabriel Pereira,Male,Urban,12,Pass,1,0,0.2574,Moderate,C - Disengaged social,No,"True negative (not flagged, passed)",0,No,0,None (0),4 - Over 10 hours,Yes,No,3 - Medium
463,Portuguese,Gabriel Pereira,Female,Urban,10,Pass,1,0,0.1283,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),4 - Over 10 hours,Yes,Yes,3 - Medium
464,Portuguese,Gabriel Pereira,Female,Rural,11,Pass,1,0,0.1962,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,Yes,3 - Medium
465,Portuguese,Gabriel Pereira,Female,Rural,15,Pass,1,0,0.2055,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,6,5-10,4 - Over 10 hours,Yes,No,2 - Low
466,Portuguese,Gabriel Pereira,Male,Urban,11,Pass,1,0,0.1802,Low,B - Steady middle,No,"True negative (not flagged, passed)",0,No,2,1-4,4 - Over 10 hours,Yes,No,2 - Low
467,Portuguese,Gabriel Pereira,Male,Urban,10,Pass,1,0,0.1394,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),4 - Over 10 hours,Yes,No,3 - Medium
468,Portuguese,Gabriel Pereira,Female,Rural,11,Pass,1,0,0.309,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,2,1-4,2 - 2 to 5 hours,Yes,Yes,4 - High
469,Portuguese,Gabriel Pereira,Male,Urban,14,Pass,1,0,0.1984,Low,B - Steady middle,No,"True negative (not flagged, passed)",0,No,0,None (0),1 - Under 2 hours,Yes,No,2 - Low
470,Portuguese,Gabriel Pereira,Female,Urban,11,Pass,1,0,0.1985,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,4,1-4,2 - 2 to 5 hours,Yes,Yes,3 - Medium
471,Portuguese,Gabriel Pereira,Male,Urban,11,Pass,1,0,0.0827,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,3 - Medium
472,Portuguese,Gabriel Pereira,Male,Urban,11,Pass,1,0,0.1389,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),4 - Over 10 hours,Yes,No,3 - Medium
473,Portuguese,Gabriel Pereira,Female,Urban,13,Pass,1,0,0.1167,Low,B - Steady middle,No,"True negative (not flagged, passed)",0,No,1,1-4,4 - Over 10 hours,Yes,No,3 - Medium
474,Portuguese,Gabriel Pereira,Male,Urban,10,Pass,1,0,0.5803,Elevated,B - Steady middle,Yes,"False positive (flagged, passed)",3,Yes,0,None (0),1 - Under 2 hours,No,Yes,1 - Very low
475,Portuguese,Gabriel Pereira,Female,Urban,11,Pass,1,0,0.2409,Moderate,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,14,More than 10,2 - 2 to 5 hours,Yes,No,3 - Medium
476,Portuguese,Gabriel Pereira,Male,Urban,12,Pass,1,0,0.2936,Moderate,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),1 - Under 2 hours,Yes,Yes,2 - Low
477,Portuguese,Gabriel Pereira,Male,Urban,9,Fail,0,1,0.132,Low,B - Steady middle,No,"False negative (missed, failed)",0,No,2,1-4,3 - 5 to 10 hours,Yes,Yes,2 - Low
478,Portuguese,Gabriel Pereira,Female,Urban,11,Pass,1,0,0.146,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,4,1-4,2 - 2 to 5 hours,Yes,No,4 - High
479,Portuguese,Gabriel Pereira,Male,Urban,13,Pass,1,0,0.1777,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,2,1-4,2 - 2 to 5 hours,Yes,No,3 - Medium
480,Portuguese,Gabriel Pereira,Female,Urban,12,Pass,1,0,0.2455,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,2,1-4,2 - 2 to 5 hours,Yes,No,2 - Low
481,Portuguese,Gabriel Pereira,Female,Urban,12,Pass,1,0,0.1108,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,4,1-4,2 - 2 to 5 hours,Yes,No,4 - High
482,Portuguese,Gabriel Pereira,Female,Urban,11,Pass,1,0,0.1163,Low,B - Steady middle,No,"True negative (not flagged, passed)",0,No,6,5-10,2 - 2 to 5 hours,Yes,No,4 - High
483,Portuguese,Gabriel Pereira,Female,Urban,15,Pass,1,0,0.0553,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,4,1-4,3 - 5 to 10 hours,Yes,No,3 - Medium
484,Portuguese,Gabriel Pereira,Male,Urban,11,Pass,1,0,0.1041,Low,B - Steady middle,No,"True negative (not flagged, passed)",0,No,6,5-10,2 - 2 to 5 hours,Yes,No,2 - Low
485,Portuguese,Gabriel Pereira,Male,Urban,10,Pass,1,0,0.2463,Moderate,C - Disengaged social,No,"True negative (not flagged, passed)",0,No,6,5-10,2 - 2 to 5 hours,Yes,No,3 - Medium
486,Portuguese,Gabriel Pereira,Female,Urban,11,Pass,1,0,0.1318,Low,B - Steady middle,No,"True negative (not flagged, passed)",0,No,2,1-4,3 - 5 to 10 hours,Yes,No,3 - Medium
487,Portuguese,Gabriel Pereira,Female,Urban,13,Pass,1,0,0.2269,Moderate,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,6,5-10,1 - Under 2 hours,Yes,No,5 - Very high
488,Portuguese,Gabriel Pereira,Female,Urban,12,Pass,1,0,0.258,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,Yes,3 - Medium
489,Portuguese,Gabriel Pereira,Female,Urban,14,Pass,1,0,0.0763,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,2,1-4,2 - 2 to 5 hours,Yes,No,3 - Medium
490,Portuguese,Gabriel Pereira,Male,Urban,12,Pass,1,0,0.1432,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,2,1-4,4 - Over 10 hours,Yes,No,4 - High
491,Portuguese,Gabriel Pereira,Female,Rural,13,Pass,1,0,0.3138,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,4,1-4,4 - Over 10 hours,Yes,Yes,2 - Low
492,Portuguese,Gabriel Pereira,Male,Rural,11,Pass,1,0,0.2839,Moderate,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,6,5-10,1 - Under 2 hours,Yes,Yes,3 - Medium
493,Portuguese,Gabriel Pereira,Female,Urban,12,Pass,1,0,0.2629,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,5 - Very high
494,Portuguese,Gabriel Pereira,Female,Urban,13,Pass,1,0,0.1404,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,4,1-4,1 - Under 2 hours,Yes,No,4 - High
495,Portuguese,Gabriel Pereira,Female,Urban,13,Pass,1,0,0.2218,Moderate,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,2,1-4,3 - 5 to 10 hours,Yes,Yes,5 - Very high
496,Portuguese,Gabriel Pereira,Male,Urban,8,Fail,0,1,0.5158,Elevated,C - Disengaged social,Yes,True positive (correctly flagged),0,No,12,More than 10,1 - Under 2 hours,Yes,Yes,5 - Very high
497,Portuguese,Gabriel Pereira,Male,Urban,16,Pass,1,0,0.1559,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),3 - 5 to 10 hours,Yes,No,3 - Medium
498,Portuguese,Gabriel Pereira,Male,Urban,12,Pass,1,0,0.1431,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,2,1-4,1 - Under 2 hours,Yes,No,3 - Medium
499,Portuguese,Gabriel Pereira,Female,Urban,10,Pass,1,0,0.2831,Moderate,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,16,More than 10,2 - 2 to 5 hours,Yes,Yes,5 - Very high
500,Portuguese,Gabriel Pereira,Male,Urban,16,Pass,1,0,0.1478,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,0,None (0),2 - 2 to 5 hours,Yes,No,4 - High
501,Portuguese,Gabriel Pereira,Female,Urban,10,Pass,1,0,0.2266,Moderate,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,10,5-10,4 - Over 10 hours,Yes,Yes,3 - Medium
502,Portuguese,Gabriel Pereira,Female,Urban,10,Pass,1,0,0.1631,Low,B - Steady middle,No,"True negative (not flagged, passed)",0,No,4,1-4,4 - Over 10 hours,Yes,Yes,2 - Low
503,Portuguese,Gabriel Pereira,Male,Urban,14,Pass,1,0,0.0852,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,4,1-4,3 - 5 to 10 hours,Yes,No,3 - Medium
504,Portuguese,Gabriel Pereira,Male,Rural,11,Pass,1,0,0.3602,Moderate,C - Disengaged social,No,"True negative (not flagged, passed)",0,No,8,5-10,4 - Over 10 hours,Yes,No,5 - Very high
505,Portuguese,Gabriel Pereira,Female,Urban,14,Pass,1,0,0.2101,Moderate,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,2,1-4,3 - 5 to 10 hours,Yes,No,5 - Very high
506,Portuguese,Gabriel Pereira,Male,Urban,14,Pass,1,0,0.1039,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,4,1-4,1 - Under 2 hours,Yes,No,3 - Medium
507,Portuguese,Gabriel Pereira,Female,Rural,11,Pass,1,0,0.1259,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,4,1-4,3 - 5 to 10 hours,Yes,Yes,2 - Low
508,Portuguese,Gabriel Pereira,Female,Urban,10,Pass,1,0,0.4207,Elevated,B - Steady middle,Yes,"False positive (flagged, passed)",1,Yes,12,More than 10,2 - 2 to 5 hours,Yes,Yes,2 - Low
509,Portuguese,Gabriel Pereira,Male,Urban,18,Pass,1,0,0.2027,Moderate,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,10,5-10,1 - Under 2 hours,Yes,No,2 - Low
510,Portuguese,Gabriel Pereira,Male,Rural,10,Pass,1,0,0.3347,Moderate,B - Steady middle,No,"True negative (not flagged, passed)",0,No,4,1-4,2 - 2 to 5 hours,Yes,No,2 - Low
511,Portuguese,Gabriel Pereira,Male,Urban,14,Pass,1,0,0.1863,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,6,5-10,2 - 2 to 5 hours,Yes,No,4 - High
512,Portuguese,Gabriel Pereira,Male,Urban,16,Pass,1,0,0.1146,Low,A - Supported achievers,No,"True negative (not flagged, passed)",0,No,4,1-4,2 - 2 to 5 hours,Yes,No,3 - Medium
